decade,name,born,municipality,district,chamber
1931,"Uddenberg, Edvard Jansson",1870,Karlskoga,Värmlands län,ak
1931,"Wachtmeister, Axel Hans Edward",1886,Oskarshamn,Gotlands län,ak
1931,"Wahlberg, Nils",1878,,Södermanlands län och Västmanlands län,fk
1931,"Wahlmark, Carl Primus",1883,Uppsala,Stockholms län och Uppsala län,fk
1931,"Vahlstedt, Carl Otto",1874,,Skaraborgs län,ak
1931,"Waldem, Sten Ragnar Valdemar",1877,,Stockholms län,ak
1931,"Wallentheim, Adolf Valentin",1898,,Stockholms län,ak
1931,"Wallerius, Anders Teodor Adolf",1874,Hjärtum,Göteborgs och Bohus län,ak
1931,"Walles, Janne Gustaf",1871,Sundsvall,Västernorrlands län och Jämtlands län,fk
1931,"Wangson, Otto Robert",1893,Göteborg,,fk
1931,"Ward, Karl Selim Valentin",1888,Norrköping,Östergötlands län,ak
1931,"Weljne, Johan Josef Emanuel",1893,Borås,Älvsborgs län,ak
1931,"Velander, Carl Gustal",1884,Sundsvall,Västernorrlands län och Jämtlands län,fk
1931,"Wellin, Bertha",1870,Stockholm,,ak
1931,"Vennersten, Axel Fredrik",1863,Stockholm,Älvsborgs län,fk
1931,"Vennerström, Ivar Teodor",1881,Sollefteå,Västernorrlands län och Jämtlands län,fk
1931,"Werner, Alfred",1885,Hultsfred,Kalmar län,ak
1931,"Werner, Oscar Emanuel",1889,Höjen,Värmlands län,ak
1931,"Westerdahl, Rikard Hugo Leonard",1876,,Västmanlands län,ak
1931,"Westin, Per Fredrik",1878,,Västernorrlands län,ak
1931,"Westman, Karl Allan",1883,,Östergötlands län,ak
1931,"Westman, Karl Gustaf",1876,Uppsala,Östergötlands län,fk
1931,"Widell, Jakob Ludvig",1870,Stockholm,Göteborgs och Bohus län,fk
1931,"Wieslander, Ivar Lameceh",1881,,,
1931,"Wigforss, Ernst Johannes",1881,Göteborg,,ak
1931,"Wijkander, Anders Ernst Theodor",1880,Göteborg,Gotlands län,ak
1931,"Wiklund, Adolf",1859,Brattfors,Västerbottens län,ak
1931,"Wijkström, Uno Andreas",1872,,,
1931,"Viklund, Karl Gustaf",1898,,Norrbottens län,ak
1931,"Wikström, Anton",1876,Skellefteå,Västerbottens län,ak
1931,"Wilhelmsson, Erik Johan Henrik",1888,,,
1931,"Winkler, Nils",1870,Malmö,,ak
1931,"Wirsell, Karl Emil",1868,,Kalmar län,ak
1931,"Wistrand, Karl Knutsson",1889,Stockholm,,fk
1931,"Wittberg, Carl Ivar",1890,,Värmlands län,ak
1931,"Witzell, Hugo Sigfrid",1893,,Blekinge län och Kristianstads län,fk
1931,"Wohlin, Nils Riehard",1881,Stockholm,Örebro län,ak
1931,"Wolgast, Tor Herman",1891,,Blekinge län,ak
1931,"Vougt, Allan Georg Fredrik",1895,Malmö,,ak
1931,"Västberg, Johan Mauritz",1886,Sundsvall,,ak
1931,"Åkerberg, Olof Harald",1883,Örebro,Örebro län,fk
1931,"Åkerman, Assar Emanuel",1860,Halmstad,Södermanlands län och Västmanlands län,fk
1931,"Ursviken, Västerbottens",1896,,,ak
1931,"Åqvist, Ernst Leonard",1875,Örebro,Örebro län,ak
1931,"Åström, Ernst Valdemar",1876,,Kopparbergs län,fk
1931,"Öberg, Märta",1895,,,ak
1931,"Öhman, Eric Osear",1886,Sundsvall,Västernorrlands län,ak
1931,"Öhman, Ivar Erik",1868,Malmö,Malmöhus län,fk
1931,"Öman, Ivar",1900,Stockholm,,fk
1931,"Örne, Anders Emanuel",1881,Stockholm,Västernorrlands län,ak
1931,"Östergren, Theodor",1878,Karlskrona,Blekinge län och Kristianstads län,fk
1931,"Östlund, Agda Maria",1870,Stockholm,,ak
1941,"Aaby-Ericsson, Ragnar Bernhard",1887,,Kronobergs län och Hallands län,fk
1941,"Dolfsson, Erik Holger Jonatan",1908,,Värmlands län,ak
1941,"Ager, Ruth Maria",1904,,,ak
1941,"Ahlkvist, Karl Emil",1899,,Malmöhus län,fk
1941,"Ahlsten, Carl Johan",1893,,Gotlands län,ak
1941,"Ahnlund, Nils Gabriel",1889,Stockholm,,
1941,"Albertsson, Eskil Axel Albert",1880,Tenhult,Jönköpings län,fk
1941,"Allard, Karl Åke Henry",1911,Örebro,Örebro län,ak
1941,"Alm, Ulla Gunilla",1909,Stockholm,,fk
1941,"Lindström, Ulla Gunilla",1886,Borlänge,Kopparbergs län,ak
1941,"Anderberg, Hugo Rudolf",1892,,Malmöhus län,fk
1941,"Andersson, Alf Emanuel",1899,Essvik,Västernorrlands län,ak
1941,"Andersson, Alfred",1881,Bussjö,Malmöhus län,fk
1941,"Andersson, Alfred",1886,Munkaljungby,Kristianstads län,ak
1941,"Andersson, Anders",1871,,Kronobergs län och Hallands län,fk
1941,"Andersson, Anders Birger",1878,Falkenberg,Hallands län,ak
1941,"Andersson, Andreas",1884,Gisselås,Jämtlands län,ak
1941,"Anderson, Axel Ivar",1891,Stockholm,Östergötlands län,fk
1941,"Andersson, Axel Gustav Birger",1901,Tidaholm,Skaraborgs län,fk
1941,"Anderson, Birger Magnus Gudmund",1909,Mejstad,Kalmar län,ak
1941,"Andersson, Carl Olov Harald",1888,Dunker,Södermanlands län,ak
1941,"Andersson, Carl Walter Martin",1886,Igelboda,Stockholms län,ak
1941,"Andersson, Ebon Maria Isabella",1896,Stockholm,,ak
1941,"Andersson, Ebon Olivia Bernhardina",1896,Malmö,,ak
1941,"Andersson, Einar Sigfrid",1895,Hyssna,Älvsborgs län,ak
1941,"Andersson, Emil",1876,Prästbol,Värmlands län,ak
1941,"Andersson, Erik Gustaf",1895,Eskilstuna,Södermanlands län och Västmanlands län,ak
1941,"Andersson, Erik Oscar",1903,Långviksmon,Västernorrlands län,ak
1941,"Andersson, Gunnar Aron",1901,Hållsta,Södermanlands län och Västmanlands län,fk
1941,"Andersson, Gustav Emil",1890,Leabo,Jönköpings län,ak
1941,"Andersson, Gustaf Henning",1884,Rasjön,Kopparbergs län,ak
1941,"Andersson, Gustav Ingemar",1913,Linköping,Östergötlands län,ak
1941,"Anderson, Gustaf Iwar",1883,Arboga,Södermanlands län och Västmanlands län,fk
1941,"Andersson, Gösta Ludvig",1904,Mölndal,Göteborgs och Bohus län,ak
1941,"Andersson, Johan Albert",1878,Gävle,Gävleborgs län,fk
1941,"Andersson, Johannes Allan",1886,Tungelsta,Stockholms län,ak
1941,"Andersson, Jones Erik",1891,Ovanmyra,Kopparbergs län,ak
1941,"Andersson, Karl Abel Mauritz",1887,Löbbo,Jönköpings län,ak
1941,"Andersson, Karl Albert",1895,Björkäng,Örebro län,ak
1941,"Andersson, Karl Bertil",1897,Surahammar,Västmanlands län,ak
1941,"Andersson, Karl Herman",1889,,Göteborgs och Bohus län,fk
1941,"Andersson, Karl Johan",1894,Alfredshem,Västernorrlands län,ak
1941,"Andersson, Lars Erik",1888,Hedensbyn,Västerbottens län och Norrbottens län,ak
1941,"Andersson, Mårten Axel Johannes",1899,Örnsköldsvik,Västernorrlands län och Jämtlands län,fk
1941,"Andersson, Nils Arvid",1900,Ryggestad,Värmlands län,ak
1941,"Andersson, Olof",1887,Malmö,,ak
1941,"Andersson, Oskar Emil",1877,,Göteborgs och Bohus län,fk
1941,"Andersson, Paul Verner",1887,,Kronobergs län och Hallande län,fk
1941,"Andersson, Per",1876,,Gävleborgs län,fk
1941,"Andersson, Sven Johan",1898,Vigelsbo,Västmanlands län,ak
1941,"Andersson, Sven Olof Morgan",1910,Göteborg,Södermanlands län och Västmanlands län,ak
1941,"Andersson, Thure Gunnar",1908,Lund,Västernorrlands län och Jämtlands län,ak
1941,"Antby, Sven",1908,,Älvsborgs län,ak
1941,"Arnemark, Gustaf Emil",1888,Stockholm,Västerbottens län och Norrbottens län,ak
1941,"Bagge, Gösta Adolfsson",1882,Stockholm,,ak
1941,"Bark, Otto Hernfrid",1895,,Västmanlands län,ak
1941,"Barnekow, Kjell Ragnar Mae-Dougall",1877,,Kristianstads län,ak
1941,"Beck-Friis, Carl Sigvard",1886,,Stockholms län och Uppsala län,fk
1941,"Bengtsson, Carl Ludvig",1874,,Älvsborgs län,fk
1941,"Bengtsson, Göte Tore Edvin",1911,Halmstad,Hallands län,ak
1941,"Bengtson, Torsten Stanley",1914,,Jönköpings län,
1941,"Berg, Ernst Gunnar Harold",1886,,Västernorrlands län,ak
1941,"Berg, Robert Vilhelm Färdinand",1877,Karlskrona,Blekinge län och Kristianstads län,fk
1941,"Berggren, Gustaf Harald",1891,,,
1941,"Bergh, Karl Ragnar",1894,Luleå,Västerbottens län och Norrbottens län,fk
1941,"Bergman, Johan",1864,Stockholm,Värmlands län,fk
1941,"Bergquist, Thorwald Erik Natanael",1899,Stockholm,Södermanlands län och Västmanlands län,ak
1941,"Bergstrand, Paul Johannes",1887,,Östergötlands län,ak
1941,"Bergström, Karl Anton Edvard",1888,Hälsingborg,,ak
1941,"Bergvall, John Helmer",1892,Stockholm,,ak
1941,"Berling, Edvin Bernhard",1881,Hälsingborg,Malmöhus län,fk
1941,"Berntson, Olof",1897,,Västernorrlands län och Jämtlands län,fk
1941,"Birke, Gustaf Emanuel",1893,,Stockholms län,ak
1941,"Björck, Blenda Wilhelmina",1885,,Kristianstads län,ak
1941,"Björck, Johan",1881,Borås,Älvsborgs län,fk
1941,"Björklund, Lars Anton",1881,,Kristianstads län,ak
1941,"Björkman, Per Gustaf",1881,Sunne,Värmlands län,fk
1941,"Björling, Carl Joel",1875,,,ak
1941,"Björnsson, Johan Edvard",1878,Borås,Älvsborgs län,fk
1941,"Bladh, Eric Helgo",1887,Malmö,,ak
1941,"Blombäck, Dan",1910,Kalix,Norrbottens län,ak
1941,"Bodin, Karl Wilhelm",1871,,Värmlands län,fk
1941,"Bodin, Lars Gunnar",1872,Visby,Gotlands län,fk
1941,"Boman, Carl David Anskarius",1888,Stafsund,Stockholms län,ak
1941,"Boman, Karl Elfin Rudolf",1895,Kieryd,Jönköpings län,ak
1941,"Boman, Märta Kristina",1902,,Norrbottens län,ak
1941,"Boman, Sven Birger",1895,,Kopparbergs län,fk
1941,"Bondeson, Lennart",1881,Svalöv,Älvsborgs län,fk
1941,"Braconier, Jean",1907,Malmö,,ak
1941,"Brandt, Erik Gottfrid Christian",1884,Borlänge,Kopparbergs län,fk
1941,"Brandt, Erik Reinhold",1905,Aspabruk,Örebro län,ak
1941,"Branting, Georg",1887,Stockholm,Värmlands län,ak
1941,"Bäcklund, Helge Karl Vilhelm",1880,Falköping,Skaraborgs län,fk
1941,"Bäckström, Johan Magnus",1876,,Västerbottens län och Norrbottens län,fk
1941,"Bärg, Anders Johan",1870,Katrineholm,Södermanlands län och Västmanlands län,fk
1941,"Caap, Gustaf Torsten",1896,Luleå,Västerbottens län och Norrbottens län,fk
1941,"Carlsson, Carl Olof",1889,Bakeröd,Göteborgs och Bohus län,ak
1941,"Carlsson, Olof",1872,Stockholm,,fk
1941,"Carlström, Carl Fredrik",1882,Övertorneå,Västerbottens län och Norrbottens län,fk
1941,"Carlström, Oscar Ludvig",1879,,Jönköpings län,ak
1941,"Cassel, Leif",1905,Karlstad,Värmlands län,fk
1941,"Centervall, Frans Gustaf Sture",1887,,,
1941,"Christenson, Carl",1899,Malmö,,ak
1941,"Cruse, Carl Sigvard",1891,Stockholm,,ak
1941,"Dahlgren, Bror Gunnar Leopold",1903,Göteborg,,ak
1941,"Dahlström, Carl Herman",1877,Knäppinge,Södermanlands län och Västmanlands län,fk
1941,"Damström, Karl",1901,,Kopparbergs län,fk
1941,"Danielsson, August",1876,Mörlanda,Älvsborgs län,ak
1941,"Geer, Arvid Louis Gerhard",1884,Hanaskog,Blekinge län och Kristianstads län,fk
1941,"Geer, Johan",1889,Lesjöfors,Värmlands län,ak
1941,"Dickson, James Ivan Axel",1899,Alingsås,Älvsborgs län,ak
1941,"Domö, Johan Fritiof",1889,Stockholm,Skaraborgs län,fk
1941,"Edberg, Per Jonas",1878,,Västernorrlands län,ak
1941,"Edberg, Rolf Filip",1912,Göteborg,,ak
1941,"Edenman, Ragnar Hilding Leonard",1914,Uppsala,Uppsala län,ak
1941,"Edin, Sven",1891,,Västernorrlands län,fk
1941,"Edström, Walter Simon",1891,Göteborg,,ak
1941,"Egnell, Erik Wiktor",1872,,Skaraborgs län,fk
1941,"Ekdahl, Anders Elver Thorvald",1888,,Kristianstads län,ak
1941,"Ekendahl, Sigrid Hildur Elvira",1904,Stockholm,,ak
1941,"Eklund, Johan Anton",1883,,Södermanlands län och Västmanlands län,ak
1941,"Ekman, Johan Fritjof",1888,Stockholm,Örebro län,fk
1941,"Ekström, Klas Ragnar",1905,Björkvik,Södermanlands län,ak
1941,"Ekströmer, Carl Ivar",1880,Göteborg,Kronobergs län och Hallands län,ak
1941,"Elmgren, Bengt Folke",1901,Norrköping,Östergötlands län,fk
1941,"Elofsson, Gustaf Sanfrid",1897,Södergård,Blekinge län och Kristianstads län,fk
1941,"Elowsson, Nils Johan",1890,Kristianstad,Blekinge län och Kristianstads län,fk
1941,"Engberg, Jonas Arthur",1888,Stockholm,Kristianstads län,ak
1941,"Englund, Erik Wilhelm",1889,Stockholm,,ak
1941,"Engström, Herman",1882,,Gotlands län,ak
1941,"Ericson, Frans Oscar",1879,Boxholm,Östergötlands län,fk
1941,"Ericson, Johan Erie",1888,Karlskoga,Örebro län,fk
1941,"Ericsson, Carl Erie",1882,,,fk
1941,"Ericsson, Carl Herman",1891,Malmö,Malmöhus län,fk
1941,"Ericsson, Evald",1883,Sörsjön,Kopparbergs län,ak
1941,"Ericsson, Hildur Kristina",1892,Luleå,Norrbottens län,ak
1941,"Ericsson, Johan Elof",1887,Åtvidaberg,Östergötlands län,ak
1941,"Ericsson, John August",1907,Kinna,Älvsborgs län,ak
1941,"Ericsson, Sven Gunnar Erik",1906,Näs,Kalmar län,ak
1941,"Eriksson, Bertil Karl Johan",1890,Stockholm,,fk
1941,"Eriksson, Carl Edmund",1881,Ljusdal,Gävleborgs län,fk
1941,"Eriksson, Elin Sofia",1886,Hallstahammar,Västmanlands län,ak
1941,"Eriksson, Ernst Gustaf Eug",1881,Stockholm,,ak
1941,"Eriksson, Eskil Fredrik Vilhelm",1900,Sandby,Stockholms län,ak
1941,"Eriksson, Gustaf Herman",1892,,,
1941,"Eriksson, Joel Einar",1905,Uppsala,Stockholms län och Uppsala län,fk
1941,"Eriksson, Jonas Olof",1896,Frägsta,Gävleborgs län,ak
1941,"Eriksson, Nancy Margareta",1907,Stockholm,,ak
1941,"Eriksson, Sigrid Hildur Elvira",1904,Stockholm,,ak
1941,"Erlander, Tage Fritiof",1901,Lund,Malmöhus län,ak
1941,"Ekhult, Ernst Wilhelm",1889,,Skaraborgs län,fk
1941,"Eskilsson, Carl",1906,,Östergötlands län,fk
1941,"Ewerlöf, Elsa Helga Emelie",1887,Stockholm,,ak
1941,"Ewerlöf, Knut Gerhard",1890,Stockholm,,fk
1941,"Fagerholm, Per Hjalmar",1914,Malmö,,ak
1941,"Fahlander, Gustaf Ragnar",1892,Eskilstuna,Södermanlands län och Västmanlands län,fk
1941,"Fahlman, Georg",1888,Hälsingborg,,ak
1941,"Falk, Karl Henrik",1890,,Östergötlands län,ak
1941,"Falla, Gunnar",1885,Falla,Örebro län,ak
1941,"Fast, Johan Erik Gereon",1883,Nässjö,Jönköpings län,ak
1941,"Flood, Hulda",1886,Stockholm,Värmlands län,fk
1941,"Forsberg, Oskar Martin Isidor",1887,Nässjö,Jönköpings län,ak
1941,"Forslund, Johannes Albert",1881,,Stockholms län och Uppsala län,fk
1941,"Franzon, Fritz Laur",1890,Norrtälje,Södermanlands län,ak
1941,"Friesen, Otto Bertil",1901,Göteborg,,ak
1941,"Friggeråker, Johan",1872,Falköping,Älvsborgs län,fk
1941,"Fröderberg, Gottfrid",1887,,Gävleborgs län,ak
1941,"Fält, Axel Samuel",1883,,Skaraborgs län,ak
1941,"Gabrielsson, Nils Gabriel",1876,,Västerbottens län och Norrbottens län,fk
1941,"Gardell, Petter Theodor",1872,Näs,Gotlands län,ak
1941,"Gavelin, Johan Olof",1888,Gällivare,Norrbottens län,ak
1941,"Gezelius, Lars Evald Birger",1894,Falun,Kopparbergs län,ak
1941,"Gillström, Anselm Konrad",1899,Sundsvall,Västernorrlands län och Jämtlands län,fk
1941,"Gjöres, Axel",1889,,Gävleborgs län,fk
1941,"Grym, Jakob Ferdinand",1888,,Västerbottens län och Norrbottens län,ak
1941,"Gunnarsson, Olof Algot",1888,,Jämtlands län,ak
1941,"Gustafson, Emil August",1887,Vimmerby,Kalmar län,ak
1941,"Gustafson, Karl Hjalmar",1893,Dädesjö,Kronobergs län,ak
1941,"Gustafson, Ruth Valborg Maria",1881,Stockholm,,ak
1941,"Gustafson, Sven Harry",1911,Göteborg,,ak
1941,"Gustafsson, Frans Edvin",1888,Bogla,Jönköpings län,ak
1941,"Gustafsson, Hans Lennart",1912,,,ak
1941,"Gustafsson, Johan Aron",1880,Lekåsa,Skaraborgs län,ak
1941,"Gustafsson, John Axel Teofil",1900,Borås,Älvsborgs län,ak
1941,"Gustafsson, Per Johan",1880,Benestad,Kronobergs och Hallands län,fk
1941,"Gustavson, David Emanuel",1898,Sala,Västmanlands län,ak
1941,"Gustavson, John Aron",1890,,Göteborgs och Bohus län,fk
1941,"Gunther, Christian Ernst",1886,,,
1941,"Gärde, Johannes Natanael",1880,Stockholm,,fk
1941,"Widemar, Ingrid",1912,Stockholm,,ak
1941,"Göransson, Hardy Paul",1894,Stockholm,Blekinge län och Kristianstads län,fk
1941,"Hagberg, Erik Rudolf",1891,Malmö,,ak
1941,"Hagberg, Karl Hilding",1899,Luleå,Norrbottens län,ak
1941,"Hage, Ernst August",1876,Luleå,Västerbottens län och Norrbottens län,ak
1941,"Hagman, Emil Oskar",1880,Stockholm,,fk
1941,"Hagman, Josef",1885,Linköping,Östergötlands län,fk
1941,"Hagård, Seth Anders Alarik",1888,Borås,Älvsborgs län,ak
1941,"Hall, David Emanuel",1898,Västerås,Västmanlands län,ak
1941,"Hallagård, Gustav Albert",1887,Hallagården,Skaraborgs län,ak
1941,"Hallberg, Gustaf Arvid",1884,Falun,Värmlands län,ak
1941,"Hammar, Anders Olof",1895,,Kopparbergs län,ak
1941,"Hammarlund, Nestor",1888,,Kristianstads län,ak
1941,"Hansson, Axel Ludvig",1888,Rubbestad,Älvsborgs län,ak
1941,"Rubbestad, Axel Ludvig",1880,Vännäsby,Västerbottens län,ak
1941,"Hansson, Frans Einar",1890,,Göteborgs och Bohus län,fk
1941,"Hansson, Jacob",1878,Kristianstad,Blekinge län och Kristianstads län,fk
1941,"Hansson, Karl Emil",1879,Skediga,Uppsala län,ak
1941,"Hansson, Nils Gunnar",1902,Skegrie,Malmöhus län,ak
1941,"Hansson, Per Albin",1885,,,ak
1941,"Hansson, Stig Folke",1913,Önnarp,Malmöhus län,ak
1941,"Hansson, Sven Villiam",1898,,Västerbottens län och Norrbottens län,fk
1941,"Hedenby, Erik",1903,,Malmöhus län,fk
1941,"Hedlund, Gunnar",1900,Rådom,Västernorrlands län,ak
1941,"Hedlund, Paulus Samuel",1878,Häste,Jämtlands län,ak
1941,"Hedlund, Verner Vilhelm",1883,Östersund,Jämtlands län,ak
1941,"Hedqvist, Anders Sven",1903,,Stockholms län,ak
1941,"Heiding, Gustaf Arthur",1883,,Gotlands län,fk
1941,"Heland, Karl Erik Hjalmar",1894,,Södermanlands län och Västmanlands län,fk
1941,"Hellbacken, Gustaf Kristoffer",1885,Hällbacken,Kopparbergs län,ak
1941,"Hellström, Ruth",1903,Härnösand,Västernorrlands län,ak
1941,"Henriksson, Nils Torsten",1903,Stockholm,,ak
1941,"Henriksson, Sture Hartvig",1917,,,ak
1941,"Herlitz, Nils",1888,,Stockholms och Uppsala län,fk
1941,"Hermansson, Herbert Eugen",1906,,Göteborgs och Bohus län,fk
1941,"Hermansson, Johan Albert",1885,Norrköping,Östergötlands län,ak
1941,"Hesselgren, Kerstin",1872,Stockholm,,ak
1941,"Hesselbom, Knut Eugen",1905,Åmål,Älvsborgs län,fk
1941,"Heuman, Gustaf Emanuel",1892,Jönköping,Jönköpings län,fk
1941,"Hilding, Anders",1869,,Gävleborgs län,ak
1941,"Hjalmarson, Jarl Harald",1904,Lidingö,,ak
1941,"Hollertz, Sven Peter",1890,,Östergötlands län,fk
1941,"Holm, Gustav Engelbert",1883,,Kalmar län,ak
1941,"Holmberg, Jonas Helmer",1901,Luleå,Norrbottens län,ak
1941,"Holmberg, Nils Gösta",1902,Göteborg,,fk
1941,"Holmbäck, Åke Ernst Vilhelm",1889,Uppsala,Jönköpings län,fk
1941,"Holmdahl, Otto Samuel",1881,Stockholm,,ak
1941,"Holmgren, Björn Frithiofsson",1872,Karlskrona,Blekinge län,ak
1941,"Holmström, Nils",1884,Gävle,Gävleborgs län,ak
1941,"Holstenson, Allan Fredrik Adolf",1878,,Jönköpings län,fk
1941,"Hoppe, Ernst Carl",1887,Motala,Östergötlands län,ak
1941,"Horn, Leopold Robert",1879,,Örebro län,fk
1941,"Humla, Hildur Amalia Maria",1889,,Värmlands län,ak
1941,"Huss, Ragnar",1897,Malmö,,ak
1941,"Håstad, Elis Wilhelm",1900,Stockholm,,ak
1941,"Häckner, Klas Jonas Yngve",1895,,Stockholms län,ak
1941,"Eggblom, Erik Einar",1893,,Kalmar län,ak
1941,"Hällgren, Elof Wendel",1887,,Blekinge län och Kristianstads län,ak
1941,"Härdin, Carl Alger",1887,Norrköping,Södermanlands län och Västmanlands län,fk
1941,"Höjer, Gerda",1893,Stockholm,,ak
1941,"Isacsson, Ola",1885,,Skaraborgs län,ak
1941,"Jacobson, Uddo Rudolv",1886,Vilhelmina,Västerbottens län,ak
1941,"Jacobsson, Erik Edvin",1893,Igelsbo,Uppsala län,ak
1941,"Jacobsson, Ernst Axel Emanuel",1897,Sala,Örebro län,ak
1941,"Jansson, Bror Ivar",1894,Kalix,Norrbottens län,ak
1941,"Jansson, Erik Emanuel",1897,Örebro,Örebro län,ak
1941,"Jansson, Robert Leander",1889,Aspeboda,Kopparbergs län,ak
1941,"Janson, Stig",1904,Frändesta,Södermanlands län,ak
1941,"Johannesson, Ewald",1909,,,fk
1941,"Johanson, Karl August",1881,Vännäs,Västerbottens län och Norrbottens län,fk
1941,"Johanson, Karl Emil",1876,,Skaraborgs län,fk
1941,"Johansson, Carl Edvin",1900,Torp,Göteborgs och Bohus län,ak
1941,"Johansson, Carl Ejnar Konstantin",1889,Kalmar,Kalmar län,ak
1941,"Johansson, Elsa Amalia",1888,Norrköping,Östergötlands län,ak
1941,"Johansson, Erik Joel",1891,Öckerö,Göteborgs och Bohus län,ak
1941,"Johansson, Ernst Harald",1906,Norrköping,Östergötlands län,ak
1941,"Johansson, Henry Bernhard",1889,Göteborg,,fk
1941,"Johansson, Johan Bernhard",1887,,Kronobergs län och Hallands län,fk
1941,"Johansson, Johan Helmer",1895,Norrfors,Västerbottens län,ak
1941,"Johansson, Johan Lennart",1884,Fårekulla,Älvsborgs län,fk
1941,"Johansson, Karl Gustav",1895,Stockholm,,ak
1941,"Johansson, Nils Ivar",1899,Mysinge,Östergötlands län,ak
1941,"Johansson, Valborg Elisabeth",1901,Skövde,Skaraborgs län,ak
1941,"Johnsson, Johan Wictor",1894,,,ak
1941,"Johnsson, Jöns Harald",1898,Skoglösa,Kristianstads län,ak
1941,"Johnsson, Pehr Albin",1898,Kastanjegården,Blekinge län,ak
1941,"Jonsson, Carl Arvid Daniel",1886,Skedsbygd,Kalmar län,ak
1941,"Jonsson, Einar Wilhelm",1905,Skutskär,Uppsala län,ak
1941,"Jonsson, John Wiktor",1889,Nybro,Gotlands län,fk
1941,"Jonsson, Jonas",1892,Fjäle,Gävleborgs län,ak
1941,"Jonsson, Jonas Sigfrid",1910,Alsen,Jämtlands län,ak
1941,"Jonsson, Lars Johan",1892,Haverö,Västernorrlands län,ak
1941,"Jonsson, Per Conrad",1886,,Södermanlands län,ak
1941,"Jonsson, Per Henning",1910,Malmgrava,Kalmar län,ak
1941,"Jönsson, Folke Gösta",1910,Lund,,ak
1941,"Jönsson, Nils Otto",1893,Rossbol,,ak
1941,"Karlsson, Arvid Sigfrid",1886,Granebo,Kristianstads län,ak
1941,"Karlsson, Bror Erie",1908,Olofström,Blekinge län,ak
1941,"Karlsson, Bror Erik Artur",1909,Stuvsta,Örebro län,ak
1941,"Karlsson, Karl August",1886,Stockholm,,fk
1941,"Karlsson, Karl Fritiof",1892,,Kronobergs län och Hallands län,fk
1941,"Karlsson, Karl Gustaf",1889,Munkedal,Göteborgs och Bohus län,ak
1941,"Karlsson, Karl Verner",1880,Grängesberg,Kopparbergs län,ak
1941,"Karlsson, Oscar Gottfrid",1882,Vadstena,,fk
1941,"Kempe, Gösta",1900,,Värmlands län,ak
1941,"Kilbom, Karl",1885,Stockholm,,ak
1941,"Kollberg, Gustaf",1891,,,ak
1941,"Kristensson, Gustaf Filip Natanael",1898,Osby,Örebro län,ak
1941,"Kyling, Karl Folke Fritiof",1901,,Skaraborgs län,ak
1941,"Källman, Gustav Wilhelm",1877,Sundbyberg,Västernorrlands län,ak
1941,"Lager, Karl Fritiof",1905,,,ak
1941,"Lagerfelt, Israel Christian Gustaf",1874,,Östergötlands län,fk
1941,"Landgren, Axel Herman",1898,Ystad,Malmöhus län,ak
1941,"Larsson, Axel Samuel",1883,,Västmanlands län och Jämtlands län,fk
1941,"Larsson, David",1875,Hede,Älvsborgs län,ak
1941,"Larsson, Erik Waldemar",1898,Mörlanda,Södermanlands län,ak
1941,"Larsson, Gunnar Karl Viktor",1908,Luttra,Skaraborgs län,ak
1941,"Larsson, Gustaf Sigfrid",1896,Julita,Södermanlands län,ak
1941,"Larsson, Johan Albert",1888,Karlstad,Värmlands län,ak
1941,"Larsson, Nils August",1894,Östersund,Västernorrlands län och Jämtlands län,ak
1941,"Larsson, Sven Bernhard",1881,Varberg,Kronobergs län och Hallands län,fk
1941,"Larsson, Viktor",1869,Stockholm,Södermanlands län och Västmanlands län,fk
1941,"Larsson, Yngve Gustaf Richard",1881,Stockholm,,ak
1941,"Leander, Axel",1888,Ystad,Malmöhus län,fk
1941,"Leo, Henning Vilhelm",1895,Stockholm,,fk
1941,"Levin, Hans",1889,,Malmöhus län,ak
1941,"Liedberg, Carl Gustaf",1893,,Malmöhus län,ak
1941,"Lif, Anders Gottfrid",1906,Hofors,Gävleborgs län,ak
1941,"Liljedahl, Edith Virginia",1901,Gävle,Gävleborgs län,ak
1941,"Lindahl, Lars Hjalmar",1894,,Örebro län,ak
1941,"Lindberg, Carl August Emanuel",1891,,,ak
1941,"Lindberg, Elof Herman",1891,Umeå,Västerbottens län,ak
1941,"Lindblom, Erik August",1888,Falun,Kopparbergs län,fk
1941,"Lindbärg, Knut Ejnar",1890,Gamleby,Gotlands län,ak
1941,"Linder, Fredrik William",1876,Malmö,Blekinge län och Kristianstads län,fk
1941,"Linderot, Gerda Maria Cecilia",1891,Stockholm,,ak
1941,"Linderot, Sven Harald",1889,Stockholm,Västerbottens län och Norrbottens län,fk
1941,"Linderoth-Andersson, Signe Vilhel-",1909,,Skaraborgs län,ak
1941,"Lindgren, Justus",1896,,Skaraborgs län,fk
1941,"Lindholm, Per Sigurd",1904,Sandviken,Gävleborgs län,ak
1941,"Lindmark, Carl Viktor",1880,,Västerbottens län,ak
1941,"Lindmark, Ewald Eug",1885,,Västerbottens län,ak
1941,"Lindqvist, Axel Albert",1878,Halmstad,Hallands län,ak
1941,"Lindqvist-Pettersson, Anna Elvira",1906,Östersund,Jämtlands län,ak
1941,"Lindskog, Elsa Ingeborg",1904,Borlänge,Kopparbergs län,ak
1941,"Lindström, Helge Börge",1901,Rossbol,Jämtlands län,ak
